al_geo_id	al_vote_id	countyfp10	vap	statefp10	vtdst10	ctyvtd	geo_old	geoid10	vtdi10	name10	namelsad10	lsad10	mtfcc10	funcstat10	aland10	awater10	intptlat10	intptlon10	name	pop100	al_agg	fraction	v24	precinct	tot08	usp_d_08	usp_r_08	usp_tot	uss_d_08	uss_r_08	uss_tot	ush_d_08_1	ush_r_08_1	ush_tot__1_	tot06	ush_d_06_1	ush_r_06_1	gov_d_06	gov_r_06	ltgov_d_06	ltgov_r_06	ag_d_06	ag_r_06	sos_d_06	sos_r_06	treas_d_06	treas_r_06	audit_d_06	audit_r_06	ush_d_08	ush_d_06	ush_r_08	ush_r_06	p_08	s_08	h_08	g_06	a_06	h_06	l_06	y_06	t_06	d_06	av	ndv	nrv
577	"776"	51	3143	1	"331"	"51 331"	"10510331"	"010510331"	"A"	"Mulder Memorial Methodist Church"	"Mulder Memorial Methodist Church"	0	"G5240"	"N"	70563153	1045164	32.482746	-86.11133	"Mulder Memorial Methodist Church"	4221	"4986"	"0.630365022"	"NA"	"MULDER MEM METHODIST CHURCH 1, 2"	2106.0496	383.8923	1703.8767	2103.528	307.61813	1776.3687	2085.2476	652.4278	1429.0375	2084.6172	1243.7102	196.67389	1031.2772	260.97113	965.71924	398.3907	824.51746	317.0736	909.6167	194.15242	1021.8217	211.80264	1001.01965	228.82251	958.15485	652.4278	196.67389	1429.0375	1031.2772	0.18387681	0.14761041	0.3134464	0.21274409	0.25847894	0.16016427	0.3257732	0.15966822	0.17463617	0.19277748	0.2129176	444.52274	1643.2462
578	"793"	51	399	1	"029A"	"51 029A"	"01051029A"	"01051029A"	"A"	"Wetumpka Civic Center"	"Wetumpka Civic Center"	0	"G5240"	"N"	4515979	22132	32.51096	-86.173325	"Wetumpka Civic Center"	491	"4771"	"0.083630266"	"NA"	"WETUMPKA CIVIC CENTER"	187.66632	39.891636	145.68393	187.0809	34.62293	150.19995	184.90652	68.827705	115.158875	184.23747	130.04506	25.17271	102.447075	34.37204	94.33494	49.592747	78.11067	36.880947	91.07336	28.01614	98.93461	26.176273	101.19262	31.36135	90.23706	68.827705	25.17271	115.158875	102.447075	0.2149617	0.18733032	0.3740909	0.26705652	0.2882353	0.1972477	0.38834316	0.22068511	0.20551543	0.2579092	0.26013753	48.27517	137.30038
579	"NA"	51	0	1	"032A"	"51 032A"	"01051032A"	"01051032A"	"A"	"Blue Ridge"	"Blue Ridge"	0	"G5240"	"N"	414412	0	32.508976	-86.21149	"Blue Ridge"	0	"NA"	"NA"	"NA"	"NA"																																										
580	"776"	51	1843	1	"033A"	"51 033A"	"01051033A"	"01051033A"	"A"	"Mulder Memorial Methodist Church"	"Mulder Memorial Methodist Church"	0	"G5240"	"N"	33999850	663093	32.462963	-86.147835	"Mulder Memorial Methodist Church"	2482	"4986"	"0.369634978"	"NA"	"MULDER MEM METHODIST CHURCH 1, 2"	1234.9504	225.1077	999.12335	1233.4719	180.38187	1041.6313	1222.7526	382.5722	837.9625	1222.3828	729.2898	115.32611	604.72284	153.02888	566.28076	233.6093	483.48254	185.92639	533.3833	113.84757	599.1783	124.19735	586.98035	134.17749	561.84515	382.5722	115.32611	837.9625	604.72284	0.18387681	0.14761041	0.3134464	0.21274409	0.25847894	0.16016427	0.3257732	0.15966822	0.17463617	0.19277748	0.2129176	260.66034	963.57074
581	"793"	51	0	1	"0271-1"	"51 0271-1"	"010510271-1"	"010510271-1"	"P"	"Wetumpka Civic Center"	"Wetumpka Civic Center"	0	"G5240"	"S"	286423	121170	32.562103	-86.20392	"Wetumpka Civic Center"	0	"4771"	"0"	"NA"	"WETUMPKA CIVIC CENTER"		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0													
582	"815"	53	1032	1	"220"	"53 220"	"10530220"	"010530220"	"A"	"McCall School"	"McCall School"	0	"G5240"	"N"	98499561	2563370	31.076769	-87.15706	"McCall School"	1350	"1032"	"1"	"NA"	"MCCALL SCHOOL"	586.0	59.0	524.0	585.0	49.0	522.0	572.0	0.0	522.0	523.0		77.0	361.0	124.0	312.0	154.0	282.0	197.0	239.0	111.0	277.0	104.0	287.0	132.0	237.0	0.0	77.0	522.0	361.0	0.101200685	0.085814364	0.0	0.28440368	0.45183486	0.17579909	0.35321102	0.28608248	0.26598465	0.35772356	0.2624505	153.00864	429.99136
583	"795"	53	804	1	"10"	"53 10"	"10530010"	"010530010"	"A"	"Alco-JD Museum"	"Alco-JD Museum"	0	"G5240"	"N"	29938408	452573	31.105715	-87.11431	"Alco-JD Museum"	1050	"804"	"1"	"NA"	"ALCO JD JC MUSEUM"	497.0	236.0	242.0	491.0	209.0	259.0	468.0	0.0	303.0	307.0		91.0	202.0	120.0	178.0	155.0	143.0	156.0	136.0	130.0	148.0	103.0	174.0	125.0	140.0	0.0	91.0	303.0	202.0	0.49372384	0.44658118	0.0	0.40268457	0.53424656	0.3105802	0.5201342	0.4676259	0.37184116	0.4716981	0.44656843	213.4597	264.54028
584	"803"	53	185	1	"90"	"53 90"	"10530090"	"010530090"	"A"	"Bethel-Roberts VFD"	"Bethel-Roberts VFD"	0	"G5240"	"N"	182465612	3048876	31.04838	-86.88817	"Bethel-Roberts VFD"	232	"185"	"1"	"NA"	"BETHEL ROBERTS CO VOTING HOUSE"	105.0	13.0	89.0	103.0	16.0	76.0	92.0	0.0	72.0	72.0		14.0	40.0	25.0	33.0	28.0	27.0	23.0	29.0	18.0	27.0	16.0	30.0	19.0	23.0	0.0	14.0	72.0	40.0	0.12745097	0.17391305	0.0	0.43103448	0.44230768	0.25925925	0.5090909	0.4	0.3478261	0.45238096	0.34925148	35.623653	66.37635
585	"804"	53	136	1	"100"	"53 100"	"10530100"	"010530100"	"A"	"Bradley -Rock Creek Vol. Fire Dept."	"Bradley -Rock Creek Vol. Fire Dept."	0	"G5240"	"N"	117583801	201691	31.0407	-86.76105	"Bradley -Rock Creek Vol. Fire Dept."	182	"136"	"1"	"NA"	"BRADLEY ROCK CREEK"	80.0	20.0	58.0	80.0	16.0	57.0	73.0	0.0	60.0	60.0		14.0	31.0	17.0	29.0	21.0	23.0	16.0	28.0	17.0	29.0	16.0	28.0	17.0	26.0	0.0	14.0	60.0	31.0	0.25641024	0.21917808	0.0	0.36956522	0.36363637	0.31111112	0.47727272	0.36956522	0.36363637	0.39534885	0.34730268	27.08961	50.91039
586	"809"	53	85	1	"110"	"53 110"	"10530110"	"010530110"	"A"	"Dixie Vol. Fire Dept."	"Dixie Vol. Fire Dept."	0	"G5240"	"N"	105617314	1049638	31.129631	-86.75335	"Dixie Vol. Fire Dept."	108	"85"	"1"	"NA"	"DIXIE VOLUNTEER FIRE DEPARTMENT"	47.0	7.0	40.0	47.0	5.0	39.0	44.0	0.0	37.0	37.0		6.0	23.0	8.0	20.0	11.0	18.0	9.0	20.0	10.0	18.0	9.0	18.0	8.0	18.0	0.0	6.0	37.0	23.0	0.14893617	0.11363637	0.0	0.2857143	0.31034482	0.20689656	0.37931034	0.35714287	0.33333334	0.30769232	0.2714452	12.757926	34.242073
587	"808"	53	520	1	"120"	"53 120"	"10530120"	"010530120"	"A"	"Damascus-Boykin School"	"Damascus-Boykin School"	0	"G5240"	"N"	239971301	1836997	31.186327	-86.86102	"Damascus-Boykin School"	635	"520"	"1"	"NA"	"DAMASCUS BOYKIN SCHOOL"	311.0	151.0	156.0	309.0	130.0	155.0	286.0	0.0	164.0	165.0		124.0	79.0	132.0	77.0	142.0	61.0	147.0	55.0	142.0	54.0	131.0	66.0	136.0	49.0	0.0	124.0	164.0	79.0	0.49185666	0.45614034	0.0	0.6315789	0.72772276	0.61083746	0.6995074	0.7244898	0.66497463	0.73513514	0.638027	195.8743	111.12571
588	"825"	53	465	1	"80"	"53 80"	"10530080"	"010530080"	"A"	"Rock Hill-Ridge Road Volunteer Fire Dept."	"Rock Hill-Ridge Road Volunteer Fire Dept."	0	"G5240"	"N"	77136994	472989	31.12435	-86.9704	"Rock Hill-Ridge Road Volunteer Fire Dept."	621	"465"	"1"	"NA"	"ROCK HILL RIDGE ROAD FIRE DEPARTMENT"	263.0	87.0	171.0	261.0	81.0	174.0	256.0	0.0	185.0	186.0		62.0	103.0	80.0	88.0	92.0	72.0	92.0	69.0	73.0	82.0	71.0	87.0	75.0	75.0	0.0	62.0	185.0	103.0	0.3372093	0.31764707	0.0	0.47619048	0.5714286	0.37575758	0.5609756	0.47096774	0.44936708	0.5	0.45106038	116.37358	141.62642
589	"805"	53	4891	1	"30"	"53 30"	"10530030"	"010530030"	"A"	"Brewton- Community Center"	"Brewton- Community Center"	0	"G5240"	"N"	196126709	1688087	31.192644	-87.039986	"Brewton- Community Center"	6305	"4891"	"1"	"NA"	"BREWTON COMMUNITY CENTER 1, 2"	2818.0	1201.0	1600.0	2812.0	1115.0	1646.0	2762.0	0.0	1778.0	1804.0	0.0	566.0	1045.0	683.0	942.0	784.0	821.0	911.0	680.0	724.0	783.0	626.0	882.0	701.0	739.0	0.0	566.0	1778.0	1045.0	0.42877543	0.4038392	0.0	0.4203077	0.57259583	0.35133457	0.48847353	0.48042467	0.41511935	0.48680556	0.44974175	1259.7267	1541.2733
590	"796"	53	947	1	"40"	"53 40"	"10530040"	"010530040"	"A"	"Appleton VFD"	"Appleton VFD"	0	"G5240"	"N"	103610498	138936	31.216066	-87.13053	"Appleton VFD"	1271	"947"	"1"	"NA"	"APPLETON VOLFIRE DEPARTMENT"	472.0	61.0	404.0	472.0	51.0	408.0	460.0	0.0	414.0	414.0		49.0	224.0	77.0	197.0	105.0	170.0	102.0	164.0	78.0	165.0	64.0	183.0	82.0	152.0	0.0	49.0	414.0	224.0	0.13118279	0.11111111	0.0	0.2810219	0.38345864	0.17948718	0.38181818	0.32098764	0.25910932	0.35042736	0.26651156	123.92788	341.0721
591	"811"	53	809	1	"150"	"53 150"	"10530150"	"010530150"	"A"	"Flomaton Town Hall"	"Flomaton Town Hall"	0	"G5240"	"N"	37407199	563263	31.017523	-87.31866	"Flomaton Town Hall"	1074	"809"	"1"	"NA"	"FLOMATON TOWN HALL"	408.0	51.0	353.0	406.0	55.0	343.0	398.0	0.0	344.0	346.0		44.0	206.0	79.0	180.0	91.0	162.0	112.0	135.0	80.0	145.0	55.0	176.0	77.0	129.0	0.0	44.0	344.0	206.0	0.12623763	0.13819095	0.0	0.30501932	0.4534413	0.176	0.35968378	0.35555556	0.23809524	0.37378642	0.2806678	113.38979	290.6102
592	"810"	53	813	1	"140"	"53 140"	"10530140"	"010530140"	"A"	"Flomaton Community House"	"Flomaton Community House"	0	"G5240"	"N"	27298528	345274	31.01253	-87.22012	"Flomaton Community House"	1096	"813"	"1"	"NA"	"FLOMATON COMMUNITY HOUSE"	410.0	120.0	287.0	408.0	109.0	288.0	397.0	0.0	288.0	291.0		103.0	202.0	127.0	168.0	158.0	142.0	187.0	115.0	143.0	138.0	116.0	168.0	134.0	139.0	0.0	103.0	288.0	202.0	0.2948403	0.2745592	0.0	0.43050846	0.6192053	0.33770493	0.52666664	0.50889677	0.4084507	0.4908425	0.4324083	175.99019	231.00981
593	"813"	53	619	1	"160"	"53 160"	"10530160"	"010530160"	"A"	"Little Escambia"	"Little Escambia"	0	"G5240"	"N"	75271629	656276	31.05234	-87.27553	"Little Escambia"	812	"619"	"1"	"NA"	"LITTLE ESCAMBIA VOTING HOUSE"	280.0	17.0	262.0	279.0	20.0	246.0	267.0	0.0	243.0	243.0		26.0	124.0	45.0	107.0	61.0	91.0	68.0	79.0	52.0	81.0	34.0	99.0	45.0	76.0	0.0	26.0	243.0	124.0	0.0609319	0.07518797	0.0	0.29605263	0.46258503	0.17333333	0.40131578	0.39097744	0.2556391	0.37190083	0.276436	77.12565	201.87436
594	"807"	53	626	1	"270"	"53 270"	"10530270"	"010530270"	"A"	"Canoe- Civic Club"	"Canoe- Civic Club"	0	"G5240"	"N"	60784576	1195697	31.037354	-87.3897	"Canoe- Civic Club"	847	"626"	"1"	"NA"	"CANOE CIVIC CLUB BUILDING"	334.0	43.0	288.0	334.0	37.0	290.0	327.0	0.0	287.0	287.0		40.0	158.0	67.0	133.0	78.0	119.0	79.0	116.0	58.0	123.0	45.0	141.0	54.0	115.0	0.0	40.0	287.0	158.0	0.12990937	0.113149844	0.0	0.335	0.4051282	0.2020202	0.39593908	0.320442	0.24193548	0.3195266	0.2736723	90.58553	240.41446
595	"814"	53	190	1	"280"	"53 280"	"10530280"	"010530280"	"A"	"Little Rock Store"	"Little Rock Store"	0	"G5240"	"N"	54278838	560519	31.111425	-87.39193	"Little Rock Store"	234	"190"	"1"	"NA"	"LITTLE ROCK STORE"	95.0	9.0	84.0	95.0	12.0	78.0	90.0	0.0	76.0	78.0		9.0	38.0	17.0	30.0	21.0	26.0	11.0	35.0	14.0	32.0	9.0	37.0	11.0	35.0	0.0	9.0	76.0	38.0	0.09677419	0.13333334	0.0	0.3617021	0.23913044	0.19148937	0.44680852	0.3043478	0.19565217	0.23913044	0.24537426	22.819807	70.18019
596	"818"	53	337	1	"170"	"53 170"	"10530170"	"010530170"	"A"	"Pineview"	"Pineview"	0	"G5240"	"N"	128520839	241943	31.134998	-87.2828	"Pineview"	456	"337"	"1"	"NA"	"PINEVIEW VOTING HOUSE"	182.0	18.0	159.0	179.0	16.0	160.0	176.0	0.0	162.0	162.0		21.0	92.0	32.0	82.0	39.0	74.0	45.0	68.0	38.0	65.0	28.0	75.0	38.0	59.0	0.0	21.0	162.0	92.0	0.10169491	0.09090909	0.0	0.28070176	0.39823008	0.18584071	0.34513274	0.36893204	0.27184466	0.39175257	0.27055985	47.88909	129.1109
597	"802"	53	180	1	"180"	"53 180"	"10530180"	"010530180"	"A"	"Barnett Crossroads Vol Fire Dept"	"Barnett Crossroads Vol Fire Dept"	0	"G5240"	"N"	98961891	325151	31.224463	-87.328995	"Barnett Crossroads Vol Fire Dept"	252	"180"	"1"	"NA"	"BARNETTS CR ROBINSONS STORE"	130.0	3.0	127.0	130.0	6.0	117.0	124.0	0.0	118.0	118.0		5.0	77.0	14.0	66.0	21.0	59.0	27.0	52.0	16.0	55.0	13.0	60.0	14.0	54.0	0.0	5.0	118.0	77.0	0.023076924	0.04878049	0.0	0.175	0.34177214	0.06097561	0.2625	0.22535211	0.1780822	0.20588236	0.16904686	21.976093	108.02391
598	"827"	53	162	1	"210"	"53 210"	"10530210"	"010530210"	"A"	"Wallace -Methodist Church"	"Wallace -Methodist Church"	0	"G5240"	"N"	98966581	123225	31.204315	-87.21656	"Wallace -Methodist Church"	206	"162"	"1"	"NA"	"WALLACE METHODIST CHURCH"	75.0	18.0	56.0	75.0	9.0	57.0	66.0	0.0	62.0	62.0		4.0	34.0	10.0	29.0	25.0	14.0	12.0	26.0	10.0	22.0	10.0	27.0	11.0	21.0	0.0	4.0	62.0	34.0	0.24324325	0.13636364	0.0	0.25641024	0.31578946	0.10526316	0.64102566	0.3125	0.27027026	0.34375	0.29162395	21.580173	52.419827
599	"821"	53	489	1	"230"	"53 230"	"10530230"	"010530230"	"A"	"Pollard Town Hall"	"Pollard Town Hall"	0	"G5240"	"N"	20325279	164959	31.029808	-87.19547	"Pollard Town Hall"	605	"489"	"1"	"NA"	"POLLARD TOWN HALL"	284.0	60.0	224.0	284.0	63.0	212.0	276.0	0.0	219.0	219.0		60.0	144.0	85.0	129.0	108.0	96.0	115.0	88.0	76.0	104.0	72.0	112.0	89.0	80.0	0.0	60.0	219.0	144.0	0.2112676	0.22909091	0.0	0.39719626	0.56650245	0.29411766	0.5294118	0.42222223	0.39130434	0.52662724	0.3964156	112.58203	171.41797
600	"812"	53	1470	1	"190"	"53 190"	"10530190"	"010530190"	"A"	"Huxford-Masonic Lodge"	"Huxford-Masonic Lodge"	0	"G5240"	"N"	158711544	1241262	31.199606	-87.43765	"Huxford-Masonic Lodge"	1615	"1470"	"1"	"NA"	"HUXFORD MASONIC LODGE"	237.0	19.0	215.0	237.0	16.0	217.0	233.0	0.0	211.0	211.0		20.0	131.0	54.0	95.0	61.0	88.0	67.0	82.0	40.0	100.0	31.0	111.0	33.0	98.0	0.0	20.0	211.0	131.0	0.081196584	0.06866953	0.0	0.36241612	0.44966444	0.13245033	0.40939596	0.2857143	0.21830986	0.2519084	0.2510806	58.75286	175.24713
601	"816"	53	2619	1	"300"	"53 300"	"10530300"	"010530300"	"A"	"McCullough Vol. Fire Dept."	"McCullough Vol. Fire Dept."	0	"G5240"	"N"	145947196	301526	31.178133	-87.54817	"McCullough Vol. Fire Dept."	2858	"2619"	"1"	"NA"	"MCCULLOGH VFD"	296.0	75.0	218.0	295.0	66.0	222.0	288.0	0.0	246.0	247.0		32.0	147.0	61.0	120.0	85.0	97.0	84.0	96.0	58.0	116.0	42.0	131.0	59.0	108.0	0.0	32.0	246.0	147.0	0.25597268	0.22916667	0.0	0.33701658	0.46666667	0.17877094	0.46703297	0.33333334	0.24277456	0.35329342	0.31822532	93.24002	199.75998
602	"819"	53	2258	1	"50"	"53 50"	"10530050"	"010530050"	"A"	"East Brewton Sail Center"	"East Brewton Sail Center"	0	"G5240"	"N"	32549825	1180102	31.085299	-87.03923	"East Brewton Sail Center"	3082	"2258"	"1"	"NA"	"PLEASANT HILL"	958.0	623.0	329.0	956.0	605.0	335.0	942.0	0.0	404.0	413.0		296.0	207.0	324.0	180.0	344.0	161.0	365.0	141.0	317.0	177.0	300.0	192.0	324.0	152.0	0.0	296.0	404.0	207.0	0.6544118	0.64361703	0.0	0.64285713	0.7213439	0.5884692	0.6811881	0.6417004	0.6097561	0.6806723	0.6515573	620.2826	331.71744
603	"826"	53	1979	1	"320"	"53 320"	"10530320"	"010530320"	"A"	"New Order Bapt Church"	"New Order Bapt Church"	0	"G5240"	"N"	92747307	496851	31.068583	-87.48302	"New Order Bapt Church"	2662	"1979"	"1"	"NA"	"SENIOR CITIZEN CENTER"	1115.0	384.0	714.0	1108.0	326.0	743.0	1069.0	0.0	821.0	833.0		192.0	420.0	247.0	366.0	330.0	282.0	322.0	284.0	255.0	327.0	235.0	347.0	273.0	291.0	0.0	192.0	821.0	420.0	0.34972677	0.3049579	0.0	0.40293637	0.5313531	0.3137255	0.5392157	0.43814433	0.40378007	0.48404256	0.41865358	459.68164	638.31836
604	"799"	53	660	1	"240"	"53 240"	"10530240"	"010530240"	"A"	"Atmore-County Road Dept"	"Atmore-County Road Dept"	0	"G5240"	"N"	5724010	13827	31.034962	-87.511314	"Atmore-County Road Dept"	888	"660"	"1"	"NA"	"ATMORE COUNTY SHOP"	238.0	109.0	123.0	237.0	107.0	114.0	221.0	0.0	142.0	143.0		37.0	75.0	51.0	63.0	61.0	53.0	64.0	48.0	43.0	61.0	43.0	62.0	49.0	51.0	0.0	37.0	142.0	75.0	0.4698276	0.4841629	0.0	0.4473684	0.5714286	0.33035713	0.5350877	0.41346154	0.40952381	0.49	0.4612464	107.00917	124.99083
605	"797"	53	1872	1	"310"	"53 310"	"10530310"	"010530310"	"A"	"Atmore City Hall"	"Atmore City Hall"	0	"G5240"	"N"	4760883	41416	31.033623	-87.485054	"Atmore City Hall"	2671	"1872"	"1"	"NA"	"ATMORE CITY HALL 1, 2"	921.0	895.0	23.0	919.0	883.0	26.0	910.0	0.0	102.0	108.0	0.0	360.0	25.0	368.0	17.0	375.0	9.0	370.0	15.0	373.0	11.0	369.0	15.0	372.0	8.0	0.0	360.0	102.0	25.0	0.97494555	0.97139716	0.0	0.95584416	0.96103895	0.9350649	0.9765625	0.9713542	0.9609375	0.97894734	0.9651214	885.9814	32.01859
606	"817"	53	707	1	"330"	"53 330"	"10530330"	"010530330"	"A"	"Nokomis Vol Fire Dept"	"Nokomis Vol Fire Dept"	0	"G5240"	"N"	50607372	62505	31.02594	-87.57687	"Nokomis Vol Fire Dept"	939	"707"	"1"	"NA"	"NOKOMIS VFD"	358.0	52.0	301.0	357.0	49.0	297.0	346.0	0.0	296.0	302.0		27.0	150.0	46.0	128.0	54.0	121.0	65.0	109.0	39.0	126.0	37.0	129.0	40.0	120.0	0.0	27.0	296.0	150.0	0.14730878	0.14161849	0.0	0.26436782	0.37356323	0.15254237	0.30857143	0.23636363	0.22289157	0.25	0.23302525	82.25792	270.7421
607	"800"	53	2158	1	"260"	"53 260"	"10530260"	"010530260"	"A"	"Atmore Public Library"	"Atmore Public Library"	0	"G5240"	"N"	19485670	167364	31.00686	-87.46382	"Atmore Public Library"	2818	"2158"	"1"	"NA"	"ATMORE PUBLIC LIBRARY 1, 2"	1246.0	319.0	915.0	1243.0	288.0	925.0	1215.0	0.0	995.0	1006.0	0.0	159.0	633.0	235.0	560.0	306.0	479.0	338.0	448.0	233.0	502.0	170.0	572.0	223.0	471.0	0.0	159.0	995.0	633.0	0.25850892	0.23742786	0.0	0.2955975	0.43002546	0.20075758	0.38980892	0.3170068	0.22911051	0.32132566	0.2977299	367.3987	866.6013
608	"823"	53	1018	1	"250"	"53 250"	"10530250"	"010530250"	"A"	"Rachel Patterson Elementary School"	"Rachel Patterson Elementary School"	0	"G5240"	"N"	5296774	41772	31.01043	-87.50418	"Rachel Patterson Elementary School"	1313	"1018"	"1"	"NA"	"RACHEL PATTERSON SCHOOL"	605.0	143.0	453.0	605.0	127.0	466.0	595.0	0.0	494.0	500.0		63.0	321.0	103.0	282.0	121.0	261.0	163.0	220.0	81.0	285.0	79.0	298.0	88.0	257.0	0.0	63.0	494.0	321.0	0.23993288	0.21416526	0.0	0.26753247	0.42558748	0.1640625	0.31675392	0.22131148	0.20954907	0.25507247	0.2571075	153.23607	442.76392
609	"820"	53	788	1	"290"	"53 290"	"10530290"	"010530290"	"A"	"Poarch Sail Center"	"Poarch Sail Center"	0	"G5240"	"N"	72464389	175508	31.09786	-87.55892	"Poarch Sail Center"	1065	"788"	"1"	"NA"	"POARCH SAIL CENTER"	308.0	120.0	185.0	307.0	107.0	192.0	300.0	0.0	205.0	208.0		57.0	95.0	75.0	78.0	87.0	62.0	88.0	59.0	71.0	70.0	65.0	77.0	76.0	58.0	0.0	57.0	205.0	95.0	0.39344263	0.35785952	0.0	0.49019608	0.5986394	0.375	0.58389264	0.5035461	0.45774648	0.5671642	0.4808319	146.65373	158.34627
610	"824"	53	821	1	"70"	"53 70"	"10530070"	"010530070"	"A"	"Riverview Town Hall"	"Riverview Town Hall"	0	"G5240"	"N"	106686404	1521611	31.022507	-87.05178	"Riverview Town Hall"	1072	"821"	"1"	"NA"	"RIVERVIEW TOWN HALL"	353.0	50.0	297.0	350.0	42.0	293.0	336.0	0.0	292.0	295.0		27.0	156.0	36.0	145.0	60.0	120.0	77.0	103.0	48.0	118.0	33.0	134.0	47.0	109.0	0.0	27.0	292.0	156.0	0.14409222	0.12537314	0.0	0.19889502	0.42777777	0.14754099	0.33333334	0.28915662	0.19760479	0.30128205	0.24056177	83.47494	263.52505
611	"873"	55	279	1	"2602"	"55 2602"	"10552602"	"010552602"	"P"	"Ridgeville Town Hall"	"Ridgeville Town Hall"	0	"G5240"	"S"	13238930	0	34.059956	-86.1001	"Ridgeville Town Hall"	342	"279"	"1"	"NA"	"RIDGEVILLE TOWN HALL"	141.0	79.0	57.0	138.0	74.0	63.0	137.0	72.0	63.0	136.0	82.0	50.0	32.0	55.0	26.0	56.0	25.0	58.0	24.0	52.0	28.0	51.0	29.0	51.0	29.0	72.0	50.0	63.0	32.0	0.5808824	0.540146	0.53333336	0.67901236	0.70731705	0.6097561	0.69135803	0.65	0.6375	0.6375	0.6266805	85.22855	50.77145
612	"862"	55	2863	1	"101"	"55 101"	"10550101"	"010550101"	"P"	"Noccalula Kiwanis Pavilion"	"Noccalula Kiwanis Pavilion"	0	"G5240"	"S"	13272629	0	34.049324	-86.019875	"Noccalula Kiwanis Pavilion"	3575	"2863"	"1"	"NA"	"NOCCALULA KIWANIS PVLN 1, 2"	1946.0	381.0	1513.0	1934.0	413.0	1502.0	1915.0	455.0	1456.0	1913.0	1567.0	480.0	1059.0	642.0	883.0	746.0	791.0	600.0	932.0	527.0	969.0	553.0	931.0	619.0	799.0	455.0	480.0	1456.0	1059.0	0.20116156	0.2156658	0.23809524	0.4209836	0.3916449	0.31189084	0.4853611	0.35227272	0.3726415	0.43653032	0.34262475	648.9313	1245.0687
613	"841"	55	913	1	"1201"	"55 1201"	"10551201"	"010551201"	"A"	"Duck Springs School"	"Duck Springs School"	0	"G5240"	"N"	81372437	42903	34.166046	-85.998856	"Duck Springs School"	1220	"913"	"1"	"NA"	"DUCK SPRINGS SCHOOL"	499.0	91.0	394.0	497.0	112.0	378.0	490.0	116.0	368.0	487.0	323.0	94.0	217.0	156.0	152.0	160.0	155.0	130.0	180.0	115.0	189.0	111.0	179.0	136.0	150.0	116.0	94.0	368.0	217.0	0.18762887	0.22857143	0.23966943	0.5064935	0.41935483	0.3022508	0.50793654	0.37828946	0.38275862	0.4755245	0.3628478	175.98119	309.01883
614	"857"	55	1931	1	"1001"	"55 1001"	"10551001"	"010551001"	"A"	"Lookout Mountain Community CTR"	"Lookout Mountain Community CTR"	0	"G5240"	"N"	68890661	67724	34.10573	-85.9541	"Lookout Mountain Community CTR"	2518	"1931"	"1"	"NA"	"LOOKOUT MOUNTN COMMUNITY CENTER"	1010.0	144.0	845.0	1005.0	184.0	802.0	986.0	186.0	800.0	986.0	727.0	232.0	481.0	336.0	361.0	404.0	301.0	272.0	425.0	298.0	390.0	276.0	400.0	325.0	333.0	186.0	232.0	800.0	481.0	0.14560162	0.18661258	0.18864097	0.482066	0.3902439	0.3253857	0.57304966	0.43313953	0.40828404	0.49392098	0.3626945	358.70486	630.29517
615	"828"	55	1486	1	"105"	"55 105"	"10550105"	"010550105"	"A"	"12th Street Baptist Church"	"12th Street Baptist Church"	0	"G5240"	"N"	1718127	0	34.019955	-86.02098	"12th Street Baptist Church"	1715	"1486"	"1"	"NA"	"12TH STREET BAPTIST CHURCH"	286.0	240.0	46.0	286.0	230.0	50.0	281.0	232.0	47.0	279.0	179.0	133.0	42.0	146.0	33.0	152.0	27.0	137.0	39.0	139.0	37.0	134.0	42.0	144.0	34.0	232.0	133.0	47.0	42.0	0.83916086	0.8214286	0.83154124	0.8156425	0.77840906	0.76	0.849162	0.78977275	0.7613636	0.80898875	0.80554694	230.38643	55.61358
616	"845"	55	3360	1	"102"	"55 102"	"10550102"	"010550102"	"A"	"Elliott Community Center"	"Elliott Community Center"	0	"G5240"	"N"	10905901	717	34.030254	-86.05298	"Elliott Community Center"	4475	"3360"	"1"	"NA"	"ELLIOTT COMMUNITY CENTER 1, 2"	1239.0	414.0	803.0	1234.0	446.0	769.0	1217.0	455.0	757.0	1213.0	834.0	343.0	476.0	451.0	362.0	511.0	308.0	406.0	407.0	407.0	395.0	403.0	391.0	480.0	309.0	455.0	343.0	757.0	476.0	0.34018078	0.36707819	0.37541255	0.55473554	0.499385	0.41880342	0.62393165	0.5074813	0.5075567	0.608365	0.480293	584.5166	632.4834
617	"829"	55	2323	1	"1401"	"55 1401"	"10551401"	"010551401"	"P"	"1st United Methodist Church"	"1st United Methodist Church"	0	"G5240"	"S"	13656106	28398	34.020023	-86.09155	"1st United Methodist Church"	3073	"2323"	"1"	"NA"	"1ST UNITED METHODIST CHURCH ATTALLA 1, 2"	1267.0	591.0	650.0	1261.0	605.0	638.0	1246.0	609.0	633.0	1245.0	801.0	428.0	361.0	487.0	297.0	533.0	249.0	456.0	323.0	473.0	293.0	454.0	304.0	514.0	227.0	609.0	428.0	633.0	361.0	0.47622883	0.48672566	0.49033818	0.62117344	0.58536583	0.54245883	0.68158567	0.61749345	0.5989446	0.6936572	0.5793972	719.0319	521.9681
